category,department,brand,inventory_units,inventory_cost,inventory_retail_value,units_sold_90d,sell_through_proxy,weeks_of_supply_proxy
Outerwear & Coats,Women,Barbour,45,6625.53,14635.0,3,0.0625,15.0
Suits & Sport Coats,Men,Kenneth Cole New York,45,4199.65,11679.29,4,0.0816,11.25
Suits & Sport Coats,Men,FactoryExtreme,45,4198.22,10355.1,4,0.0816,11.25
Tops & Tees,Men,SmartWool,45,3408.3,6202.47,4,0.0816,11.25
Tops & Tees,Men,AG Adriano Goldschmied,45,2841.23,5013.28,1,0.0217,45.0
Pants & Capris,Women,Vince Camuto,45,1834.24,3427.02,2,0.0426,22.5
Accessories,Men,Scala,45,1479.03,3565.52,4,0.0816,11.25
Shorts,Men,Royal Robbins,45,1381.15,2722.2,3,0.0625,15.0
Skirts,Women,Jones New York,45,1274.64,3129.56,2,0.0426,22.5
Intimates,Women,Fleur't,45,1259.38,2390.6,3,0.0625,15.0
Sleep & Lounge,Women,Roamans,45,1184.48,1884.55,2,0.0426,22.5
Shorts,Men,Element,45,1145.23,2286.8,4,0.0816,11.25
Shorts,Men,Analog,45,1137.1,2296.62,3,0.0625,15.0
Jeans,Men,RSQ,45,1084.71,2024.55,0,0.0,
Shorts,Men,Vans,45,1025.76,1988.65,5,0.1,9.0
Shorts,Men,JeansXL,45,894.25,1694.75,6,0.1176,7.5
Tops & Tees,Women,Port Authority,45,889.84,1554.66,3,0.0625,15.0
Leggings,Women,LissKiss,45,823.22,1403.55,2,0.0426,22.5
Active,Men,Charles River Apparel,45,747.56,1671.09,5,0.1,9.0
Tops & Tees,Women,Ed Hardy,45,729.78,1349.55,5,0.1,9.0
Sleep & Lounge,Men,Michael Kors,45,657.74,1567.5,2,0.0426,22.5
Leggings,Women,Teez-Her,45,591.03,942.22,3,0.0625,15.0
Sweaters,Men,ARROW,45,584.22,1154.88,3,0.0625,15.0
Intimates,Women,Velrose,45,416.23,794.25,6,0.1176,7.5
Underwear,Men,Fun Boxers,45,351.84,724.5,3,0.0625,15.0
Intimates,Women,Solutions That Stick,45,202.49,395.3,2,0.0426,22.5
Outerwear & Coats,Women,Roxy,44,2687.47,6102.5,2,0.0435,22.0
Swim,Men,Arena,44,2530.84,4136.95,4,0.0833,11.0
Fashion Hoodies & Sweatshirts,Women,Bench,44,2104.94,4276.0,5,0.102,8.8
Fashion Hoodies & Sweatshirts,Men,Calvin Klein Jeans,44,2047.77,3850.58,6,0.12,7.33
Sleep & Lounge,Women,Minus33 Merino Wool,44,1968.84,3201.5,5,0.102,8.8
Sleep & Lounge,Women,Oscar de la Renta,44,1922.29,3152.0,4,0.0833,11.0
Intimates,Women,MariaE,44,1626.02,3014.8,3,0.0638,14.67
Jeans,Men,Rocawear,44,1432.99,2732.6,2,0.0435,22.0
Sweaters,Men,Lord Daniel,44,1227.89,2334.72,5,0.102,8.8
Maternity,Women,Panache,44,1175.52,2596.0,6,0.12,7.33
Tops & Tees,Men,Dickies,44,1130.19,2078.11,2,0.0435,22.0
Pants & Capris,Women,Levi's,44,968.72,1769.62,5,0.102,8.8
Fashion Hoodies & Sweatshirts,Men,N2N Bodywear,44,908.5,1662.0,1,0.0222,44.0
Blazers & Jackets,Women,XOXO,44,902.65,2438.2,1,0.0222,44.0
Accessories,Men,ULTRAFINO PANAMA HAT,44,762.65,1774.16,5,0.102,8.8
Jeans,Men,Company 81,44,724.41,1368.92,1,0.0222,44.0
Socks,Men,Tommy Hilfiger,44,583.39,1002.24,4,0.0833,11.0
Plus,Women,Barely There,44,539.72,1106.05,6,0.12,7.33
Socks,Men,Team,44,510.02,879.56,4,0.0833,11.0
Leggings,Women,Capelli New York,44,435.18,731.48,2,0.0435,22.0
Plus,Women,Anne Klein,44,404.31,786.81,3,0.0638,14.67
Active,Men,Fruit of the Loom,44,263.88,636.39,2,0.0435,22.0
Tops & Tees,Women,Hollywood Star Fashion,44,214.36,383.67,7,0.1373,6.29
Underwear,Men,COLDMASTER,44,195.23,409.51,2,0.0435,22.0
Suits & Sport Coats,Men,French Connection,43,4666.65,11494.0,1,0.0227,43.0
Jeans,Women,Rich & Skinny,43,3885.84,6992.0,7,0.14,6.14
Suits & Sport Coats,Men,7 Diamonds,43,3878.82,9107.3,1,0.0227,43.0
Outerwear & Coats,Men,Calvin Klein Jeans,43,3196.21,7224.5,6,0.1224,7.17
Shorts,Men,Alpha Industries,43,2944.03,6101.0,5,0.1042,8.6
Shorts,Women,Siwy,43,2875.5,5449.0,2,0.0444,21.5
Pants,Men,Scotch & Soda,43,2382.07,5386.4,4,0.0851,10.75
Fashion Hoodies & Sweatshirts,Women,Burton,43,1720.01,3814.04,2,0.0444,21.5
Intimates,Women,SmartWool,43,1719.34,3176.78,3,0.0652,14.33
Swim,Women,Hermanny by ViX,43,1711.93,4085.68,3,0.0652,14.33
Swim,Men,Coolibar,43,1423.75,2484.82,5,0.1042,8.6
Sweaters,Women,Volcom,43,1337.42,2979.65,3,0.0652,14.33
Suits & Sport Coats,Men,Braveman,43,1269.54,3327.85,2,0.0444,21.5
Fashion Hoodies & Sweatshirts,Women,Tri-Mountain,43,1223.3,2730.12,3,0.0652,14.33
Sweaters,Men,Edwards Garment,43,1118.17,2302.85,3,0.0652,14.33
Accessories,Men,Dosh,43,1104.07,2727.0,2,0.0444,21.5
Plus,Women,Goddess,43,1065.25,2194.02,4,0.0851,10.75
Active,Men,Diamond Chain,43,944.52,2251.57,1,0.0227,43.0
Intimates,Women,,43,921.69,1739.48,0,0.0,
Outerwear & Coats,Men,Hot Topic,43,845.56,1803.6,2,0.0444,21.5
Shorts,Women,Lee,43,794.2,1622.7,4,0.0851,10.75
Underwear,Men,Jake Joseph,43,730.17,1454.0,3,0.0652,14.33
Sleep & Lounge,Men,Superman,43,622.03,1624.88,1,0.0227,43.0
Skirts,Women,BCBGeneration,43,592.43,1507.0,4,0.0851,10.75
Tops & Tees,Men,Lee,43,584.07,1075.0,2,0.0444,21.5
Swim,Women,Ocean Avenue,43,524.87,1172.74,6,0.1224,7.17
Pants,Men,Red Kap,43,521.51,1146.61,3,0.0652,14.33
Accessories,Men,Skechers,43,484.04,1212.17,3,0.0652,14.33
Tops & Tees,Women,Shirt City,43,407.29,728.85,5,0.1042,8.6
Pants,Men,Christian Audigier,43,292.96,644.57,4,0.0851,10.75
Socks & Hosiery,Women,LOCOMO Leggings,43,177.79,465.57,3,0.0652,14.33
Accessories,Men,HDE,43,67.04,165.36,6,0.1224,7.17
Blazers & Jackets,Women,Diesel,42,4837.79,12745.18,1,0.0233,42.0
Fashion Hoodies & Sweatshirts,Men,G-Star,42,2820.8,5050.0,3,0.0667,14.0
Jeans,Men,BIG STAR,42,2192.65,4116.0,3,0.0667,14.0
Intimates,Women,ComfortWear,42,2159.4,3949.71,5,0.1064,8.4
Blazers & Jackets,Women,Only Hearts,42,2120.08,5961.96,1,0.0233,42.0
Fashion Hoodies & Sweatshirts,Women,QSW,42,1931.6,4232.0,1,0.0233,42.0
Fashion Hoodies & Sweatshirts,Women,Ralph Lauren,42,1902.53,4094.68,3,0.0667,14.0
Sweaters,Men,Buffalo by David Bitton,42,1778.08,3607.39,3,0.0667,14.0
Sweaters,Men,LRG,42,1665.09,3117.4,3,0.0667,14.0
Tops & Tees,Women,Kenneth Cole,42,1503.08,2659.23,8,0.16,5.25
Tops & Tees,Men,Original Penguin,42,1437.71,2460.0,5,0.1064,8.4
Fashion Hoodies & Sweatshirts,Women,Jess and Jane,42,1362.63,2935.8,6,0.125,7.0
Swim,Men,Victorinox,42,1267.5,2062.5,3,0.0667,14.0
Tops & Tees,Men,Royal Robbins,42,1186.09,2146.53,4,0.087,10.5
Shorts,Women,Royal Robbins,42,1168.11,2317.0,3,0.0667,14.0
Shorts,Women,PAIGE,42,1122.33,2143.5,4,0.087,10.5
Pants,Men,BERLE,42,1077.23,2310.0,6,0.125,7.0
Dresses,Women,AxParis,42,967.58,2085.3,4,0.087,10.5
Sweaters,Women,Port Authority,42,805.1,1801.1,0,0.0,
Maternity,Women,Fit2BMom,42,775.48,1704.98,6,0.125,7.0
Shorts,Men,Hook & TackleÂ®,42,758.87,1505.73,8,0.16,5.25
Tops & Tees,Women,Harriton,42,757.63,1356.58,2,0.0455,21.0
Fashion Hoodies & Sweatshirts,Men,Port & Company,42,736.31,1322.74,4,0.087,10.5
Swim,Men,The Beach Depot,42,716.6,1202.9,2,0.0455,21.0
Swim,Men,Joe Snyder,42,636.6,1054.0,0,0.0,
Maternity,Women,Condessa,42,616.91,1470.0,2,0.0455,21.0
Sleep & Lounge,Women,Capelli New York,42,556.43,932.62,5,0.1064,8.4
Maternity,Women,likemary,42,537.08,1278.6,3,0.0667,14.0
Tops & Tees,Women,A. Byer,42,487.04,817.36,3,0.0667,14.0
Blazers & Jackets,Women,FineBrandShop,42,321.23,872.0,4,0.087,10.5
Leggings,Women,STYLE,42,315.76,545.58,5,0.1064,8.4
Socks,Men,Rhino Socks,42,148.34,251.58,4,0.087,10.5
Accessories,Women,Symphony Designs,42,130.82,334.64,4,0.087,10.5
Sweaters,Men,Oxfords Cashmere,41,5558.89,11939.0,2,0.0465,20.5
Outerwear & Coats,Women,Trina Turk,41,5061.06,11390.82,3,0.0682,13.67
Outerwear & Coats,Men,Bear Grylls,41,2845.19,6344.01,1,0.0238,41.0
Tops & Tees,Women,Karen Kane,41,2141.98,3910.0,3,0.0682,13.67
Shorts,Women,DL1961,41,1808.05,3601.5,2,0.0465,20.5
Pants,Men,Howe,41,1764.45,3567.36,3,0.0682,13.67
Active,Men,Skins,41,1665.26,3826.39,3,0.0682,13.67
Accessories,Women,SPY,41,1651.65,4136.45,5,0.1087,8.2
Sweaters,Women,Carhartt,41,1533.94,3553.59,1,0.0238,41.0
Jeans,Men,Grand River,41,1499.42,2822.58,3,0.0682,13.67
Sleep & Lounge,Men,Bathrobes Online,41,1426.11,3361.15,0,0.0,
Shorts,Men,French Connection,41,1310.1,2508.81,1,0.0238,41.0
Outerwear & Coats,Women,Outerwears,41,1283.76,2869.59,1,0.0238,41.0
Shorts,Women,LIJA,41,1215.95,2470.2,4,0.0889,10.25
Shorts,Men,Zanerobe,41,1019.15,2040.93,2,0.0465,20.5
Shorts,Men,Alpinestars,41,922.38,1820.91,1,0.0238,41.0
Active,Women,Port Authority,41,849.78,2000.81,6,0.1277,6.83
Active,Women,Bella,41,825.43,2087.63,7,0.1458,5.86
Sweaters,Men,Generra,41,730.53,1434.55,2,0.0465,20.5
Tops & Tees,Women,Fox,41,719.4,1265.5,2,0.0465,20.5
Active,Men,New Balance,41,603.79,1426.38,0,0.0,
Active,Men,Fox,41,599.37,1514.0,5,0.1087,8.2
Underwear,Men,Rated M,41,587.09,1227.27,2,0.0465,20.5
Leggings,Women,Torrid,41,579.12,932.5,3,0.0682,13.67
Skirts,Women,XOXO,41,556.57,1329.0,5,0.1087,8.2
Tops & Tees,Men,Amazing Apparel,41,486.6,837.5,4,0.0889,10.25
Swim,Women,La Leela,41,454.36,1147.59,4,0.0889,10.25
Underwear,Men,bioworld,41,445.75,1010.9,5,0.1087,8.2
Shorts,Women,BANDOLINO,41,394.1,802.79,1,0.0238,41.0
Accessories,Women,Mundi,41,388.29,892.39,5,0.1087,8.2
Plus,Women,LibbySue,41,364.66,738.0,5,0.1087,8.2
Accessories,Men,Dakine,41,307.42,790.4,3,0.0682,13.67
Sweaters,Women,LabelShopper,41,304.75,669.59,1,0.0238,41.0
Tops & Tees,Women,FineBrandShop,41,274.92,500.55,3,0.0682,13.67
Socks,Men,World's Softest,41,189.42,317.59,3,0.0682,13.67
Socks & Hosiery,Women,Bella,41,169.88,451.5,4,0.0889,10.25
Dresses,Women,laundry by SHELLI SEGAL,40,3669.74,8449.91,5,0.1111,8.0
Sweaters,Men,Raffi,40,3511.38,7140.0,1,0.0244,40.0
Tops & Tees,Men,Nat Nast,40,2820.87,5120.0,6,0.1304,6.67
Jeans,Men,Union Jeans,40,2540.12,4435.0,0,0.0,
Tops & Tees,Women,Icebreaker,40,2209.85,3939.58,0,0.0,
Sweaters,Women,Splendid,40,1527.99,3580.0,2,0.0476,20.0
Dresses,Women,Evolution by Cyrus,40,1300.22,3063.51,5,0.1111,8.0
Sweaters,Men,Club Room,40,1285.03,2589.04,4,0.0909,10.0
Suits & Sport Coats,Men,Marc Ecko,40,1217.09,3104.52,2,0.0476,20.0
Sleep & Lounge,Men,Maple Clothing,40,1089.83,2675.84,2,0.0476,20.0
Pants,Men,The Savile Row Company,40,1087.81,2400.0,1,0.0244,40.0
Dresses,Women,Julian Taylor,40,942.46,2028.0,2,0.0476,20.0
Outerwear & Coats,Men,Wrangler,40,927.13,2173.56,6,0.1304,6.67
Sleep & Lounge,Men,Ike Behar,40,874.69,2040.68,2,0.0476,20.0
Active,Women,Glamorise,40,744.33,1689.6,2,0.0476,20.0
Sweaters,Men,ANS,40,692.11,1370.0,3,0.0698,13.33
Swim,Women,Oakley,40,655.88,1610.0,4,0.0909,10.0
Plus,Women,Olga,40,642.57,1320.13,2,0.0476,20.0
Active,Men,Sport-Tek,40,617.99,1545.44,3,0.0698,13.33
Sweaters,Men,Port & Company,40,572.12,1176.15,4,0.0909,10.0
Tops & Tees,Men,Blue Star Inc,40,501.47,895.08,4,0.0909,10.0
Shorts,Men,True Grit,40,485.25,1000.0,4,0.0909,10.0
Intimates,Women,Motherhood Maternity,40,478.46,894.2,5,0.1111,8.0
Maternity,Women,La Leche League International,40,425.25,982.45,6,0.1304,6.67
Skirts,Women,Woodleigh,40,420.52,989.38,1,0.0244,40.0
Active,Men,Golds Gym,40,343.5,864.0,1,0.0244,40.0
Leggings,Women,Foot Traffic,40,329.24,553.58,2,0.0476,20.0
Active,Women,Activewear Apparel,40,310.85,748.12,2,0.0476,20.0
Accessories,Men,ThatsRad,40,309.2,726.6,5,0.1111,8.0
Pants,Men,Haband,40,257.75,583.6,3,0.0698,13.33
Sleep & Lounge,Women,LabelShopper,40,223.44,379.6,1,0.0244,40.0
Socks & Hosiery,Women,bSoft,40,210.05,519.6,1,0.0244,40.0
Accessories,Men,Ivory Falcon,40,101.0,258.56,2,0.0476,20.0
Outerwear & Coats,Men,Cole Haan,39,5274.41,12337.5,2,0.0488,19.5
Sweaters,Women,Queenshiny,39,4247.71,9391.0,4,0.093,9.75
Jeans,Men,Rufskin,39,2869.83,5546.0,1,0.025,39.0
Fashion Hoodies & Sweatshirts,Women,True Religion,39,2515.72,5434.14,5,0.1136,7.8
Sweaters,Men,Ted Baker,39,2296.93,4857.3,6,0.1333,6.5
Outerwear & Coats,Men,Ralph Lauren,39,2035.35,4543.27,2,0.0488,19.5
Pants,Men,Eddie Bauer,39,1719.41,3942.6,2,0.0488,19.5
Pants & Capris,Women,Only Hearts,39,1683.95,3467.04,2,0.0488,19.5
Outerwear & Coats,Women,Volcom,39,1581.99,3515.1,3,0.0714,13.0
Pants & Capris,Women,Carhartt,39,1513.88,2800.14,1,0.025,39.0
Fashion Hoodies & Sweatshirts,Women,Orvis,39,1282.09,2691.0,1,0.025,39.0
Jeans,Men,Request,39,1017.74,1906.56,2,0.0488,19.5
Underwear,Men,Minus33 Merino Wool,39,1008.29,2104.5,3,0.0714,13.0
Pants & Capris,Women,eloquii,39,925.62,1633.88,5,0.1136,7.8
Swim,Women,Panache,39,893.89,2112.12,4,0.093,9.75
Sweaters,Men,Fuzzdandy,39,892.88,1677.0,2,0.0488,19.5
Dresses,Women,Star Vixen,39,850.81,1926.0,3,0.0714,13.0
Pants & Capris,Women,Southpole,39,560.73,1030.0,3,0.0714,13.0
Underwear,Men,Insta Slim,39,513.15,1020.0,4,0.093,9.75
Tops & Tees,Men,Burnside,39,475.47,854.34,2,0.0488,19.5
Fashion Hoodies & Sweatshirts,Women,Next Level,39,471.37,1007.1,3,0.0714,13.0
Sweaters,Women,High Style,39,466.08,1019.61,2,0.0488,19.5
Dresses,Women,Argenti,39,464.55,1052.61,3,0.0714,13.0
Sleep & Lounge,Men,Domo,39,440.7,1175.0,2,0.0488,19.5
Fashion Hoodies & Sweatshirts,Women,Green Tea,39,424.18,846.37,3,0.0714,13.0
Shorts,Women,Touch of Europe Capris,39,376.81,779.61,4,0.093,9.75
Underwear,Men,Bottoms Out,39,349.72,755.0,5,0.1136,7.8
Accessories,Men,MyEyeglassCase,39,115.71,284.65,3,0.0714,13.0
Accessories,Men,H2W,39,97.13,261.02,0,0.0,
Accessories,Men,Tok Tok Designs,39,49.8,115.05,3,0.0714,13.0
Blazers & Jackets,Women,MAXSTUDIO,38,3271.15,9024.0,2,0.05,19.0
Sweaters,Men,Ralph Lauren,38,2301.77,4659.73,3,0.0732,12.67
Jeans,Women,Sanctuary,38,2260.83,4022.0,2,0.05,19.0
Outerwear & Coats,Men,Members Only,38,1792.22,3816.0,2,0.05,19.0
Sweaters,Men,Fila,38,1608.89,3268.41,4,0.0952,9.5
Sweaters,Women,Lucky Brand,38,1367.03,3013.4,2,0.05,19.0
Pants & Capris,Women,Tribal,38,1230.09,2279.62,1,0.0256,38.0
Maternity,Women,OURSURE.COM,38,1222.37,2836.08,2,0.05,19.0
Pants,Men,Tommy Hilfiger,38,1206.79,2727.16,4,0.0952,9.5
Sweaters,Men,Tipsy Elves,38,1206.25,2468.1,4,0.0952,9.5
Outerwear & Coats,Men,Weatherproof,38,1198.01,2532.93,3,0.0732,12.67
Intimates,Women,Brabag,38,1141.43,2228.1,5,0.1163,7.6
Maternity,Women,C-Panty,38,1094.41,2557.41,5,0.1163,7.6
Dresses,Women,LOTUSTRADERS,38,954.16,2078.62,2,0.05,19.0
Fashion Hoodies & Sweatshirts,Men,True Grit,38,920.85,1601.53,2,0.05,19.0
Swim,Men,Sons Of Anarchy,38,894.28,1520.0,3,0.0732,12.67
Swim,Men,IZOD,38,857.44,1425.0,1,0.0256,38.0
Shorts,Women,RVCA,38,802.11,1687.0,3,0.0732,12.67
Sleep & Lounge,Men,IZOD,38,728.5,1679.5,4,0.0952,9.5
Pants,Men,Knightsbridge of Canada,38,694.77,1463.65,4,0.0952,9.5
Fashion Hoodies & Sweatshirts,Women,LAT Sportswear,38,690.65,1493.05,1,0.0256,38.0
Socks,Men,Goodhew,38,661.84,1086.85,4,0.0952,9.5
Plus,Women,dollhouse,38,651.68,1355.74,3,0.0732,12.67
Accessories,Men,Pendleton,38,619.79,1552.64,3,0.0732,12.67
Shorts,Men,Company 81,38,596.3,1201.5,1,0.0256,38.0
Intimates,Women,Exquisite Form,38,592.3,1137.46,5,0.1163,7.6
Tops & Tees,Men,Guy Harvey,38,573.11,982.73,2,0.05,19.0
Intimates,Women,Intimates Boutique,38,548.05,991.99,5,0.1163,7.6
Shorts,Men,Red Kap,38,528.09,1049.26,3,0.0732,12.67
Accessories,Men,SmartWool,38,514.67,1295.05,3,0.0732,12.67
Pants,Men,Southpole,38,464.12,1034.83,1,0.0256,38.0
Socks & Hosiery,Women,Calvin Klein,38,306.87,733.64,5,0.1163,7.6
Intimates,Women,FineBrandShop,38,306.09,606.45,5,0.1163,7.6
Sweaters,Women,VIP BOUTIQUE,38,275.78,627.62,3,0.0732,12.67
Accessories,Men,Reward,38,269.3,632.62,3,0.0732,12.67
Intimates,Women,Level 33,38,154.6,282.62,6,0.1364,6.33
Accessories,Men,CTM,38,126.88,320.66,1,0.0256,38.0
Accessories,Women,Funny Girl Designs,38,116.32,297.83,1,0.0256,38.0
Accessories,Men,TopHeadwear,38,89.84,219.79,4,0.0952,9.5
Outerwear & Coats,Women,BGSD,37,3876.13,8469.63,3,0.075,12.33
Fashion Hoodies & Sweatshirts,Men,Vince,37,3424.31,6039.93,5,0.119,7.4
Sweaters,Men,Zimmerli of Switzerland,37,3417.72,6836.15,4,0.0976,9.25
Sweaters,Men,Jack Spade,37,2759.95,5446.35,3,0.075,12.33
Outerwear & Coats,Women,Marmot,37,2698.7,6490.0,1,0.0263,37.0
Tops & Tees,Women,Wilt,37,2420.14,4320.8,3,0.075,12.33
Sweaters,Men,Vince,37,2416.25,5104.72,2,0.0513,18.5
Suits & Sport Coats,Men,Hart Schaffner Marx,37,2412.16,6129.63,2,0.0513,18.5
Pants & Capris,Women,MAXSTUDIO,37,1924.29,3686.0,3,0.075,12.33
Pants,Men,Diesel,37,1921.18,4319.16,7,0.1591,5.29
Fashion Hoodies & Sweatshirts,Men,ICECREAM,37,1508.37,2646.0,1,0.0263,37.0
Suits,Women,Danny & Nicole,37,1399.46,2320.07,1,0.0263,37.0
Outerwear & Coats,Men,Buffalo by David Bitton,37,1380.49,2932.98,1,0.0263,37.0
Sleep & Lounge,Men,Turkishtowels,37,1374.29,3319.63,4,0.0976,9.25
Pants & Capris,Women,Red Dot,37,1358.68,2505.0,1,0.0263,37.0
Pants,Men,WESC,37,1300.71,2855.9,2,0.0513,18.5
Pants,Men,Lucky Brand,37,1298.3,3007.0,3,0.075,12.33
Active,Women,Minus33 Merino Wool,37,1259.98,2934.0,1,0.0263,37.0
Shorts,Men,Union Jeans,37,1240.53,2394.1,4,0.0976,9.25
Jeans,Men,Elwood,37,1198.06,2260.0,2,0.0513,18.5
Sleep & Lounge,Women,Big Feet Pajama Co.,37,1160.77,1999.63,5,0.119,7.4
Outerwear & Coats,Men,IZOD,37,1125.5,2579.63,4,0.0976,9.25
Dresses,Women,Folter,37,1117.0,2492.86,5,0.119,7.4
Fashion Hoodies & Sweatshirts,Men,Electric,37,1036.22,1870.85,0,0.0,
Sweaters,Men,Chestnut Hill,37,1028.79,2029.58,3,0.075,12.33
Fashion Hoodies & Sweatshirts,Men,Lucky Brand,37,999.98,1778.2,1,0.0263,37.0
Active,Women,Shock Absorber,37,997.26,2403.0,2,0.0513,18.5
Intimates,Women,Cleo,37,993.6,1871.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Rip Curl,37,983.11,2005.92,4,0.0976,9.25
Dresses,Women,Skelapparel,37,958.9,2262.15,3,0.075,12.33
Jeans,Men,Canyon Ridge,37,928.45,1850.0,2,0.0513,18.5
Fashion Hoodies & Sweatshirts,Men,Blue Marlin,37,829.83,1415.33,2,0.0513,18.5
Pants,Men,Wolverine,37,822.39,1766.64,8,0.1778,4.63
Fashion Hoodies & Sweatshirts,Women,Comfort Colors,37,702.21,1590.22,0,0.0,
Tops & Tees,Women,Tri-Mountain,37,681.03,1227.63,3,0.075,12.33
Accessories,Women,Pratt and Hart,37,570.97,1388.15,2,0.0513,18.5
Pants,Men,RYBA GENERAL MERCHANDISE,37,545.55,1276.2,0,0.0,
Leggings,Women,Bella,37,531.35,889.13,2,0.0513,18.5
Fashion Hoodies & Sweatshirts,Women,Walls,37,521.93,1069.46,2,0.0513,18.5
Tops & Tees,Men,Famous Stars and Straps,37,506.92,898.0,3,0.075,12.33
Skirts,Women,Baby'O Clothing Co.,37,470.53,1197.63,1,0.0263,37.0
Accessories,Men,Mountain Hardwear,37,440.33,1142.61,6,0.1395,6.17
Shorts,Women,Maison Scotch,37,393.67,741.94,2,0.0513,18.5
Intimates,Women,Kiss,37,368.9,695.63,5,0.119,7.4
Accessories,Women,Kenneth Cole REACTION,37,330.76,795.07,4,0.0976,9.25
Socks & Hosiery,Women,Cecilia de Rafael,37,291.15,670.63,3,0.075,12.33
Socks & Hosiery,Women,Keen,37,256.93,618.9,0,0.0,
Sleep & Lounge,Women,Indera,37,208.55,345.98,4,0.0976,9.25
Tops & Tees,Women,Tresics,37,183.5,342.3,7,0.1591,5.29
Active,Men,PowerSox,37,135.47,333.0,3,0.075,12.33
Plus,Women,Scarf_tradinginc,37,121.11,244.23,2,0.0513,18.5
Active,Women,Canada Goose,36,7361.7,19525.0,4,0.1,9.0
Suits & Sport Coats,Men,Original Penguin,36,3014.48,7516.83,3,0.0769,12.0
Accessories,Women,Gucci,36,2801.47,6841.6,1,0.027,36.0
Blazers & Jackets,Women,Vince Camuto,36,2180.98,5695.1,5,0.122,7.2
Sweaters,Men,Blarney Woollen Mills,36,1880.08,3682.0,2,0.0526,18.0
Sweaters,Women,Leo & Nicole,36,1435.1,3168.0,2,0.0526,18.0
Swim,Men,Element,36,1266.42,2141.55,2,0.0526,18.0
Fashion Hoodies & Sweatshirts,Men,JeansXL,36,1053.75,1798.2,2,0.0526,18.0
Tops & Tees,Women,Hot Chillys,36,985.3,1750.0,2,0.0526,18.0
Shorts,Women,BIG STAR,36,947.18,2011.52,2,0.0526,18.0
Sleep & Lounge,Men,Chaps,36,913.5,2160.0,6,0.1429,6.0
Sweaters,Men,Carhartt,36,899.62,1711.96,7,0.1628,5.14
Jeans,Women,Flying Monkey Jeans,36,892.92,1594.0,4,0.1,9.0
Active,Women,Calvin Klein Performance,36,885.58,2219.04,5,0.122,7.2
Leggings,Women,Yala,36,871.16,1456.0,1,0.027,36.0
Pants,Men,Bigmansland,36,856.32,1897.5,2,0.0526,18.0
Maternity,Women,BellaBand,36,799.39,1803.0,3,0.0769,12.0
Tops & Tees,Men,Benny's,36,795.43,1389.64,2,0.0526,18.0
Shorts,Women,Ralph Lauren,36,793.1,1618.8,3,0.0769,12.0
Accessories,Men,Fratelli Orsini Everyday,36,765.07,2095.2,6,0.1429,6.0
Swim,Men,Falcon Bay,36,755.77,1226.02,3,0.0769,12.0
Shorts,Men,Mod-O-Doc,36,680.04,1390.0,4,0.1,9.0
Sweaters,Men,John Ashford,36,635.21,1341.36,3,0.0769,12.0
Jeans,Men,IZOD,36,620.43,1079.64,4,0.1,9.0
Fashion Hoodies & Sweatshirts,Women,Planet Earth,36,606.5,1235.96,3,0.0769,12.0
Skirts,Women,East Essence,36,604.46,1524.64,3,0.0769,12.0
Dresses,Women,O'Neill,36,579.29,1340.1,2,0.0526,18.0
Accessories,Men,Suncloud,36,560.01,1354.32,2,0.0526,18.0
Swim,Women,Inches Off,36,508.24,1294.64,5,0.122,7.2
Plus,Women,Samanthas Style Shoppe,36,386.07,790.92,3,0.0769,12.0
Accessories,Women,Collection XIIX,36,380.01,879.42,4,0.1,9.0
Fashion Hoodies & Sweatshirts,Women,Jon & Anna,36,375.96,827.64,1,0.027,36.0
Tops & Tees,Men,Port & Company,36,364.51,688.04,4,0.1,9.0
Sleep & Lounge,Men,Funny Apparel,36,346.95,844.64,3,0.0769,12.0
Leggings,Women,NOLLIA,36,281.73,467.64,5,0.122,7.2
Underwear,Men,Evolatree,36,260.44,539.64,3,0.0769,12.0
Accessories,Women,Rolf's,36,240.93,622.56,3,0.0769,12.0
Accessories,Men,X-Gear,36,217.38,539.64,3,0.0769,12.0
Active,Men,The North Face,35,7334.6,17210.53,4,0.1026,8.75
Skirts,Women,Robert Rodriguez,35,5080.74,13100.44,1,0.0278,35.0
Outerwear & Coats,Women,Cole Haan,35,3946.82,9360.35,4,0.1026,8.75
Jeans,Women,CJ by Cookie Johnson,35,2615.4,4680.3,4,0.1026,8.75
Sweaters,Women,Anne Klein,35,2540.23,5175.0,2,0.0541,17.5
Active,Men,Mountain Hardwear,35,2511.51,6219.9,2,0.0541,17.5
Maternity,Women,PAIGE,35,2381.35,5621.67,1,0.0278,35.0
Active,Women,Royal Robbins,35,2106.59,5150.25,3,0.0789,11.67
Fashion Hoodies & Sweatshirts,Women,Gypsy 05,35,2081.05,4455.0,4,0.1026,8.75
Blazers & Jackets,Women,Kenneth Cole,35,1793.86,5056.42,2,0.0541,17.5
Dresses,Women,bebe,35,1671.18,3746.0,3,0.0789,11.67
Outerwear & Coats,Women,Hilary Radley,35,1564.45,3332.88,2,0.0541,17.5
Outerwear & Coats,Women,Hurley,35,1440.65,3032.5,3,0.0789,11.67
Tops & Tees,Men,ExOfficio,35,1349.69,2232.0,4,0.1026,8.75
Fashion Hoodies & Sweatshirts,Men,G by GUESS,35,1166.5,2082.5,1,0.0278,35.0
