brand,category,department,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
Pacific Legend,Tops & Tees,Men,41,1539.39,865.9,673.49,0.4375
NEFF,Outerwear & Coats,Men,12,1240.0,566.72,673.28,0.543
Klondike Sterling,Accessories,Women,17,1159.25,486.39,672.86,0.5804
Ella Moss,Tops & Tees,Women,10,1640.0,967.16,672.84,0.4103
TrendsBlue,Accessories,Women,109,1106.75,434.51,672.24,0.6074
Skelapparel,Dresses,Women,19,1164.05,492.37,671.68,0.577
Crooks & Castles,Fashion Hoodies & Sweatshirts,Men,15,1508.0,836.35,671.65,0.4454
UltraClub,Fashion Hoodies & Sweatshirts,Men,31,1499.57,829.39,670.18,0.4469
Authentic Pigment,Fashion Hoodies & Sweatshirts,Men,31,1499.13,828.97,670.16,0.447
Splendid,Sweaters,Women,13,1172.0,501.86,670.14,0.5718
Key Industries,Tops & Tees,Men,59,1494.92,824.97,669.95,0.4481
BERLE,Pants,Men,23,1265.0,595.05,669.95,0.5296
HUGO BOSS,Swim,Men,32,1717.95,1048.04,669.91,0.3899
O'Neill,Sweaters,Women,22,1212.57,543.38,669.19,0.5519
Gildan,Active,Men,31,1139.72,470.73,668.99,0.587
Addison,Dresses,Women,7,1141.0,472.37,668.63,0.586
Original Penguin,Jeans,Men,15,1470.0,801.84,668.16,0.4545
Gildan,Tops & Tees,Men,87,1582.71,915.09,667.62,0.4218
Kenneth Cole,Pants & Capris,Women,26,1474.5,808.09,666.41,0.452
Cubavera,Shorts,Men,35,1332.12,668.21,663.91,0.4984
HOTmilk,Maternity,Women,30,1170.48,506.6,663.88,0.5672
Vintage,Pants,Men,13,1235.0,573.04,661.96,0.536
Bailey 44,Tops & Tees,Women,11,1486.0,824.15,661.85,0.4454
Nantucket Brand,Shorts,Women,20,1362.0,700.38,661.62,0.4858
State O Maine,Sleep & Lounge,Men,42,1128.83,467.31,661.52,0.586
Hemp Hoodlamb,Outerwear & Coats,Men,4,1231.8,570.32,661.48,0.537
Magicsuit,Swim,Women,8,1163.5,502.19,661.31,0.5684
Columbia,Accessories,Men,57,1111.35,451.1,660.25,0.5941
Allegra K,Outerwear & Coats,Men,42,1204.49,545.38,659.11,0.5472
O'Neill,Shorts,Women,37,1345.92,686.95,658.97,0.4896
Evolution by Cyrus,Dresses,Women,16,1142.2,483.63,658.57,0.5766
Pure Handknit,Sweaters,Women,12,1207.16,548.8,658.36,0.5454
Eberjey,Intimates,Women,21,1416.75,759.19,657.56,0.4641
Buffalo by David Bitton,Sweaters,Men,15,1297.04,639.52,657.52,0.5069
CoreyLynnCalter,Pants & Capris,Women,5,1265.0,608.47,656.53,0.519
SK Hat shop,Leggings,Women,147,1616.65,960.24,656.41,0.406
Bella,Active,Women,22,1087.81,431.78,656.03,0.6031
D.E.P.T.,Dresses,Women,14,1182.0,526.05,655.95,0.5549
Altamont,Shorts,Men,26,1276.05,620.86,655.19,0.5135
Wrapper,Dresses,Women,42,1188.52,533.62,654.9,0.551
Tiffany,Accessories,Women,4,1070.0,416.23,653.77,0.611
PacSun,Fashion Hoodies & Sweatshirts,Women,28,1247.37,594.42,652.95,0.5235
Port Authority,Tops & Tees,Men,40,1496.96,844.81,652.15,0.4357
Ed Hardy,Sweaters,Women,26,1165.83,513.8,652.03,0.5593
Original Penguin,Outerwear & Coats,Men,7,1102.5,453.13,649.37,0.589
Aegean,Sleep & Lounge,Men,13,1159.87,510.9,648.97,0.5595
Levi's,Shorts,Men,39,1365.39,717.03,648.36,0.4749
Everjune,Intimates,Women,31,1418.55,770.57,647.98,0.4568
Evan Picone,Dresses,Women,12,1130.0,483.06,646.94,0.5725
Fred Perry,Pants,Men,10,1143.1,496.34,646.76,0.5658
2b by bebe,Pants & Capris,Women,39,1414.05,767.42,646.63,0.4573
LOTUSTRADERS,Jumpsuits & Rompers,Women,28,1388.72,742.6,646.12,0.4653
Victorinox,Shorts,Men,12,1350.0,703.97,646.03,0.4785
Harbor Bay,Shorts,Men,29,1256.0,610.45,645.55,0.514
Tori Praver,Swim,Women,10,1100.0,455.07,644.93,0.5863
Under Moments,Intimates,Women,114,1379.68,734.86,644.82,0.4674
American Apparel,Swim,Women,40,1100.0,455.31,644.69,0.5861
Dockers,Accessories,Men,52,1072.78,428.43,644.35,0.6006
Clever,Underwear,Men,52,1227.5,585.36,642.14,0.5231
Geoffrey Beene,Accessories,Men,41,1072.23,430.34,641.89,0.5986
Levi's,Pants,Men,23,1146.86,505.25,641.61,0.5594
BCBGMAXAZRIA,Maternity,Women,9,1103.0,461.6,641.4,0.5815
Burton,Fashion Hoodies & Sweatshirts,Men,19,1447.91,807.08,640.83,0.4426
Zimmerli of Switzerland,Intimates,Women,15,1343.65,703.48,640.17,0.4764
Romeo & Juliet Couture,Sweaters,Women,32,1165.48,526.12,639.36,0.5486
Woman Within,Plus,Women,49,1246.51,607.71,638.8,0.5125
Underworks,Intimates,Women,47,1345.03,706.93,638.1,0.4744
Brixton,Pants,Men,19,1203.94,566.0,637.94,0.5299
Oakley,Shorts,Men,26,1265.82,629.18,636.64,0.5029
Port Authority,Sleep & Lounge,Men,21,1054.0,417.41,636.59,0.604
Jones New York,Suits,Women,13,1691.46,1055.28,636.18,0.3761
Hot Chillys,Active,Men,30,1093.34,457.4,635.94,0.5817
bebe,Leggings,Women,18,1590.0,954.97,635.03,0.3994
United Face,Suits & Sport Coats,Men,5,995.0,360.19,634.81,0.638
FineBrandShop,Maternity,Women,56,1131.6,497.19,634.41,0.5606
Hurley,Outerwear & Coats,Women,14,1213.0,578.98,634.02,0.5227
Cianni,Suits & Sport Coats,Men,12,1079.4,446.51,632.89,0.5863
Moods of Norway,Pants,Men,13,1094.87,462.44,632.43,0.5776
Buffalo by David Bitton,Outerwear & Coats,Men,15,1194.72,562.92,631.8,0.5288
Sanctuary,Blazers & Jackets,Women,7,1029.0,398.96,630.04,0.6123
A:X Armani Exchange,Fashion Hoodies & Sweatshirts,Women,12,1186.0,556.41,629.59,0.5308
American Apparel,Fashion Hoodies & Sweatshirts,Men,30,1385.0,755.78,629.22,0.4543
SmartWool,Tops & Tees,Women,15,1379.97,751.12,628.85,0.4557
Gold Toe,Active,Men,17,1144.59,516.88,627.71,0.5484
Jess and Jane,Fashion Hoodies & Sweatshirts,Women,17,1188.3,560.6,627.7,0.5282
Warm Things,Sleep & Lounge,Women,11,1427.14,799.85,627.29,0.4395
Bonfire,Pants & Capris,Women,8,1359.6,732.82,626.78,0.461
Fashion Victim,Sweaters,Women,44,1158.56,532.26,626.3,0.5406
Zoot,Swim,Women,16,1029.9,403.69,626.21,0.608
Guide Gear,Jeans,Men,43,1339.57,714.93,624.64,0.4663
Dickies,Jeans,Women,33,1274.66,651.36,623.3,0.489
Chestnut Hill,Tops & Tees,Men,29,1383.62,760.65,622.97,0.4502
Abbey Dawn,Fashion Hoodies & Sweatshirts,Women,10,1156.0,533.64,622.36,0.5384
Tri-Mountain,Fashion Hoodies & Sweatshirts,Women,18,1124.13,502.07,622.06,0.5534
Sag Harbor,Sweaters,Women,40,1158.43,537.24,621.19,0.5362
American Apparel,Shorts,Men,32,1277.0,655.85,621.15,0.4864
Ralph Lauren,Shorts,Men,33,1305.13,684.88,620.25,0.4752
Burton,Fashion Hoodies & Sweatshirts,Women,14,1164.63,544.76,619.87,0.5322
FineBrandShop,Skirts,Women,61,1008.6,389.96,618.64,0.6134
Edwards Garment,Sweaters,Men,22,1197.9,579.81,618.09,0.516
LRG,Sweaters,Men,18,1321.75,704.13,617.62,0.4673
Pencey,Dresses,Women,9,1089.0,471.54,617.46,0.567
Chaps,Sweaters,Men,34,1236.8,620.61,616.19,0.4982
Fred Perry,Fashion Hoodies & Sweatshirts,Men,13,1335.46,719.32,616.14,0.4614
HUE,Leggings,Women,38,1504.69,889.36,615.33,0.4089
MariaE,Intimates,Women,19,1315.3,700.78,614.52,0.4672
Fresh Laundry,Fashion Hoodies & Sweatshirts,Women,12,1147.58,533.16,614.42,0.5354
Orvis,Fashion Hoodies & Sweatshirts,Women,17,1173.0,559.38,613.62,0.5231
LOTUSTRADERS,Clothing Sets,Women,26,1572.74,959.44,613.3,0.39
Wolverine,Pants,Men,24,1143.78,532.14,611.64,0.5348
Cool-jams Wicking Sleepwear,Sleep & Lounge,Women,25,1595.0,985.67,609.33,0.382
Ike Behar,Sleep & Lounge,Men,19,1076.83,468.01,608.82,0.5654
Faconnable,Shorts,Men,9,1125.0,517.5,607.5,0.54
Jack,Shorts,Women,23,1180.0,572.88,607.12,0.5145
Zanerobe,Shorts,Men,24,1196.67,590.86,605.81,0.5062
Matix,Pants,Men,20,1135.7,529.96,605.74,0.5334
Assets,Intimates,Women,52,1305.0,700.28,604.72,0.4634
Democracy,Pants & Capris,Women,28,1256.64,652.06,604.58,0.4811
Lucky Brand,Pants,Men,13,1062.0,457.53,604.47,0.5692
Affliction,Fashion Hoodies & Sweatshirts,Men,14,1295.4,690.94,604.46,0.4666
erin Erin Fetherston,Dresses,Women,3,1035.0,430.56,604.44,0.584
Angelina,Intimates,Women,64,1307.58,703.31,604.27,0.4621
Cruel Girl,Jeans,Women,20,1282.8,679.08,603.72,0.4706
!it Jeans,Jeans,Women,21,1272.6,668.98,603.62,0.4743
Weatherproof,Outerwear & Coats,Men,17,1144.03,540.45,603.58,0.5276
Altamont,Pants,Men,19,1115.25,511.94,603.31,0.541
Jockey,Sleep & Lounge,Women,46,1582.0,979.17,602.83,0.3811
Allegra K,Sweaters,Women,65,1126.83,524.78,602.05,0.5343
JiMarti,Accessories,Men,35,982.25,380.46,601.79,0.6127
FineBrandShop,Fashion Hoodies & Sweatshirts,Women,54,1136.25,534.57,601.68,0.5295
point6,Socks,Men,79,1495.8,894.36,601.44,0.4021
Marcoliani Milano,Socks & Hosiery,Women,13,987.0,385.65,601.35,0.6093
Halston Heritage,Sweaters,Women,4,1183.72,583.57,600.15,0.507
Saddleback Leather Co.,Accessories,Men,29,963.0,363.91,599.09,0.6221
Boconi,Accessories,Men,14,980.0,381.24,598.76,0.611
DKNY,Underwear,Men,39,1120.96,522.51,598.45,0.5339
Farah,Sweaters,Men,7,1148.0,549.89,598.11,0.521
Only Hearts,Leggings,Women,28,1511.84,914.46,597.38,0.3951
Minus33 Merino Wool,Jeans,Men,21,1288.0,691.63,596.37,0.463
Pendleton,Suits & Sport Coats,Men,3,934.95,339.39,595.56,0.637
Suncloud,Accessories,Women,25,1013.12,418.15,594.97,0.5873
Oakley,Outerwear & Coats,Women,5,1050.0,455.7,594.3,0.566
Hurley,Pants,Men,18,1144.15,550.11,594.04,0.5192
The Savile Row Company,Outerwear & Coats,Men,7,980.0,386.12,593.88,0.606
Solo Classe,Accessories,Women,12,971.0,377.17,593.83,0.6116
American Apparel,Sweaters,Women,24,1028.0,434.62,593.38,0.5772
Hudson,Maternity,Women,5,1050.0,456.75,593.25,0.565
Goddess,Intimates,Women,26,1252.73,659.83,592.9,0.4733
b.tempt'd by Wacoal,Intimates,Women,56,1212.0,619.93,592.07,0.4885
Fratelli Orsini Everyday,Accessories,Men,16,932.2,340.77,591.43,0.6344
DreamSacks,Sleep & Lounge,Men,15,975.0,383.63,591.37,0.6065
Kenneth Cole,Tops & Tees,Women,21,1354.51,763.43,591.08,0.4364
Schaefer Outfitters,Outerwear & Coats,Men,5,1100.0,509.3,590.7,0.537
Scotch & Soda,Jeans,Men,8,1272.0,681.4,590.6,0.4643
2b by bebe,Tops & Tees,Women,46,1286.7,696.23,590.47,0.4589
The Savile Row Company,Sleep & Lounge,Men,17,956.0,366.3,589.7,0.6168
bebe,Fashion Hoodies & Sweatshirts,Women,15,1185.0,595.5,589.5,0.4975
Panache,Swim,Women,19,1019.72,430.57,589.15,0.5778
Curve Appeal,Sweaters,Women,49,1031.24,442.1,589.14,0.5713
Joe's Jeans,Pants & Capris,Women,7,1183.0,593.87,589.13,0.498
What Goes Around Comes Around,Blazers & Jackets,Women,4,996.0,407.36,588.64,0.591
Volcom,Sweaters,Women,16,1064.7,476.51,588.19,0.5524
Arena,Swim,Men,21,1493.15,905.1,588.05,0.3938
Icebreaker,Socks,Men,72,1516.05,930.58,585.48,0.3862
XOXO,Blazers & Jackets,Women,17,929.45,344.12,585.33,0.6298
Lesuit,Suits,Women,12,1519.85,934.86,584.99,0.3849
American Apparel,Intimates,Women,55,1295.0,710.05,584.95,0.4517
Fit 4 U,Swim,Women,10,960.0,375.19,584.81,0.6092
Billabong,Shorts,Women,30,1155.48,571.53,583.95,0.5054
LibbySue,Accessories,Women,54,976.0,392.07,583.93,0.5983
iCollection Lingerie,Intimates,Women,38,1273.98,690.36,583.62,0.4581
Caterpillar,Fashion Hoodies & Sweatshirts,Men,28,1279.91,696.37,583.54,0.4559
Prontomoda,Outerwear & Coats,Men,7,1049.65,466.34,583.31,0.5557
U.S. Polo Assn.,Sweaters,Women,39,1066.62,483.49,583.13,0.5467
Disney,Sleep & Lounge,Women,68,1470.52,888.29,582.23,0.3959
Mammut,Active,Women,3,989.97,407.87,582.1,0.588
Nanette Lepore,Swim,Women,9,1060.0,478.44,581.56,0.5486
Va Bien,Intimates,Women,21,1296.0,715.0,581.0,0.4483
Cluny,Pants & Capris,Women,5,1341.0,760.35,580.65,0.433
Polo Ralph Lauren,Shorts,Men,20,1176.63,596.17,580.46,0.4933
SockGuy,Socks,Men,95,1403.56,823.12,580.44,0.4135
Bill Blass,Suits & Sport Coats,Men,7,959.93,380.25,579.68,0.6039
Exotic India,Sleep & Lounge,Men,24,1015.0,435.64,579.36,0.5708
G-Star,Blazers & Jackets,Women,6,967.71,388.94,578.77,0.5981
Freya,Maternity,Women,15,1046.0,467.5,578.5,0.5531
Sean John,Sweaters,Men,27,1247.96,669.46,578.5,0.4636
World Industries,Outerwear & Coats,Men,8,1120.0,542.08,577.92,0.516
Cinderella,Dresses,Women,11,1019.0,441.23,577.77,0.567
Ralph Lauren,Tops & Tees,Women,29,1290.7,713.49,577.21,0.4472
Kashwere,Sleep & Lounge,Women,12,1559.6,982.43,577.17,0.3701
Iron Fist,Fashion Hoodies & Sweatshirts,Women,17,1042.35,465.33,577.02,0.5536
Zoot,Active,Men,6,1032.0,455.11,576.89,0.559
Fairway & Greene,Outerwear & Coats,Men,8,1080.0,503.28,576.72,0.534
ViX,Swim,Women,12,1050.0,473.31,576.69,0.5492
Bathrobes Online,Sleep & Lounge,Men,13,999.35,423.31,576.04,0.5764
Knoles & Carter,Outerwear & Coats,Women,7,1029.93,454.13,575.8,0.5591
Scottevest,Outerwear & Coats,Men,6,1080.0,504.24,575.76,0.5331
Champion,Outerwear & Coats,Men,12,1043.88,469.42,574.46,0.5503
Dept Denim Department,Blazers & Jackets,Women,10,927.44,353.11,574.33,0.6193
Joie,Fashion Hoodies & Sweatshirts,Women,16,1111.03,536.88,574.15,0.5168
Sweatsedo,Active,Men,10,990.0,416.0,574.0,0.5798
Analog,Shorts,Men,22,1121.31,547.38,573.93,0.5118
Canyon Ridge,Pants,Men,28,1089.83,516.02,573.81,0.5265
LRG,Pants,Men,15,986.97,413.18,573.79,0.5814
DreamSacks,Sleep & Lounge,Women,18,1496.0,924.19,571.81,0.3822
G by GUESS,Suits & Sport Coats,Men,19,970.5,399.26,571.24,0.5886
Nike,Accessories,Men,27,939.24,368.67,570.57,0.6075
German Wear,Pants & Capris,Women,7,1313.9,743.67,570.23,0.434
Gold Toe,Plus,Women,85,1161.0,591.95,569.05,0.4901
French Connection,Tops & Tees,Men,28,1264.95,695.93,569.02,0.4498
Yoana Baraschi,Skirts,Women,7,904.96,336.65,568.31,0.628
Port Authority,Active,Women,20,987.91,420.24,567.67,0.5746
Velvet,Maternity,Women,7,1064.0,497.95,566.05,0.532
D&G Dolce & Gabbana,Accessories,Women,11,912.87,346.93,565.94,0.62
Enro,Pants,Men,14,1022.5,457.89,564.61,0.5522
Arborwear,Active,Men,10,949.5,385.7,563.8,0.5938
WESC,Jeans,Men,15,1289.25,725.85,563.4,0.437
Arc'teryx,Suits & Sport Coats,Men,5,995.0,431.83,563.17,0.566
Dockers,Sweaters,Men,46,1151.76,589.9,561.86,0.4878
Dorfman Pacific,Accessories,Men,33,952.81,391.85,560.96,0.5887
Rocawear,Jeans,Men,19,1199.57,639.88,559.69,0.4666
VILEBREQUIN,Swim,Men,10,1590.0,1030.32,559.68,0.352
American Apparel,Leggings,Women,31,1356.0,796.33,559.67,0.4127
Mara Hoffman,Swim,Women,6,1000.8,441.35,559.45,0.559
True Grit,Outerwear & Coats,Men,6,1008.0,448.56,559.44,0.555
Zanerobe,Swim,Men,20,1390.0,832.02,557.98,0.4014
Motel,Jumpsuits & Rompers,Women,15,1254.0,696.04,557.96,0.4449
eloquii,Blazers & Jackets,Women,11,927.8,370.28,557.52,0.6009
Robbi & Nikki,Leggings,Women,8,1560.0,1003.08,556.92,0.357
Bobi,Dresses,Women,13,1080.0,523.5,556.5,0.5153
Rich & Skinny,Shorts,Women,27,1100.61,544.49,556.12,0.5053
La Leche League,Maternity,Women,30,987.67,431.55,556.12,0.5631
Hurley,Jeans,Men,18,1148.65,593.21,555.44,0.4836
Danny & Nicole,Clothing Sets,Women,15,1377.0,821.61,555.39,0.4033
Dr. Rey Shapewear,Intimates,Women,38,1167.68,612.95,554.73,0.4751
Anna-Kaci,Blazers & Jackets,Women,35,890.5,335.84,554.66,0.6229
Active Products,Fashion Hoodies & Sweatshirts,Women,29,1067.71,513.08,554.63,0.5195
dollhouse,Outerwear & Coats,Women,30,1015.98,461.52,554.46,0.5457
Red Engine,Jeans,Women,7,1204.0,649.99,554.01,0.4601
True Religion,Outerwear & Coats,Men,3,1014.0,460.36,553.64,0.546
TEXTILE Elizabeth and James,Tops & Tees,Women,8,1228.0,674.64,553.36,0.4506
Huafeng,Sleep & Lounge,Women,12,1308.0,754.72,553.28,0.423
Devon & Jones,Sweaters,Men,31,1134.04,581.24,552.8,0.4875
Ibex,Tops & Tees,Men,11,1215.0,662.31,552.69,0.4549
Pearl iZUMi,Outerwear & Coats,Men,9,934.38,381.88,552.5,0.5913
Alex Evenings,Pants & Capris,Women,13,1131.96,579.75,552.21,0.4878
Skedouche,Sweaters,Women,13,979.87,427.82,552.05,0.5634
Alfred Dunner,Sweaters,Women,29,1036.68,484.73,551.95,0.5324
MiH Jeans,Jeans,Women,7,1285.5,734.55,550.95,0.4286
Browning,Outerwear & Coats,Men,7,929.93,379.14,550.79,0.5923
Foot Traffic,Socks & Hosiery,Women,78,924.34,373.59,550.75,0.5958
Kassatex,Sleep & Lounge,Men,11,989.89,439.51,550.38,0.556
Betsey Johnson,Swim,Women,11,1012.0,462.39,549.61,0.5431
Lilyette,Intimates,Women,33,1188.2,638.64,549.56,0.4625
Lilly Pulitzer,Active,Women,5,940.0,391.04,548.96,0.584
CW-X,Active,Women,10,900.0,351.3,548.7,0.6097
Gift Warehouse,Outerwear & Coats,Men,13,935.35,387.23,548.12,0.586
American Apparel,Tops & Tees,Women,51,1194.0,645.9,548.1,0.459
Calvin Klein,Plus,Women,17,1095.5,547.44,548.06,0.5003
Alki'i,Dresses,Women,46,987.7,440.28,547.42,0.5542
Spa & Resort,Sleep & Lounge,Women,28,1348.6,801.38,547.22,0.4058
Vivienne Westwood,Dresses,Women,4,1041.76,494.84,546.92,0.525
Authentic Pigment,Active,Men,13,933.37,386.73,546.64,0.5857
Yummie Tummie,Intimates,Women,23,1204.26,658.32,545.94,0.4533
Folter,Dresses,Women,15,987.93,442.11,545.82,0.5525
Brabag,Intimates,Women,19,1124.05,578.48,545.57,0.4854
Botany 500,Sleep & Lounge,Men,36,910.4,364.84,545.56,0.5993
Ella Moss,Blazers & Jackets,Women,4,912.0,366.62,545.38,0.598
Tommy Bahama,Underwear,Men,44,1034.0,489.34,544.66,0.5268
Overland Sheepskin Co,Sweaters,Women,6,990.0,445.5,544.5,0.55
[BLANKNYC],Maternity,Women,8,956.0,412.04,543.96,0.569
Catherine Malandrino,Skirts,Women,10,923.7,379.77,543.93,0.5889
Wrangler,Outerwear & Coats,Men,18,951.36,407.61,543.75,0.5716
Kenneth Cole REACTION,Swim,Women,22,943.74,400.03,543.71,0.5761
FineBrandShop,Shorts,Women,80,1066.35,522.72,543.63,0.5098
Olga,Intimates,Women,39,1121.31,577.88,543.43,0.4846
VonZipper,Accessories,Men,11,884.75,341.59,543.16,0.6139
Skins,Active,Women,10,955.01,412.97,542.04,0.5676
Throwdown,Swim,Men,25,1322.92,781.22,541.7,0.4095
L1,Pants,Men,6,1019.7,478.24,541.46,0.531
Sky Brand,Jumpsuits & Rompers,Women,7,1043.0,502.73,540.27,0.518
Minus33 Merino Wool,Active,Women,12,947.0,406.91,540.09,0.5703
Rip Curl,Sweaters,Women,14,973.0,432.98,540.02,0.555
Jessica London,Swim,Women,10,869.9,330.26,539.64,0.6203
Red Valentino,Pants & Capris,Women,6,1158.0,618.37,539.63,0.466
GUESS by Marciano,Jumpsuits & Rompers,Women,5,1140.0,600.78,539.22,0.473
Ashworth,Outerwear & Coats,Men,7,979.93,440.97,538.96,0.55
FINIS,Swim,Women,8,889.92,351.02,538.9,0.6056
Heavenly Shapewear,Intimates,Women,46,1162.0,623.82,538.18,0.4632
Sakkas,Intimates,Women,16,1147.84,609.71,538.13,0.4688
Quiksilver,Accessories,Men,36,888.16,350.26,537.9,0.6056
Original Penguin,Tops & Tees,Men,22,1306.0,768.49,537.51,0.4116
Rails,Blazers & Jackets,Women,5,880.0,343.2,536.8,0.61
Jockey,Sleep & Lounge,Men,24,907.0,370.41,536.59,0.5916
NAU,Blazers & Jackets,Women,2,829.9,293.78,536.12,0.646
Brixton,Accessories,Men,24,941.82,405.75,536.07,0.5692
Gracya,Intimates,Women,24,1180.65,646.05,534.6,0.4528
Aeropostale,Fashion Hoodies & Sweatshirts,Men,34,1211.7,677.53,534.17,0.4408
Fox Outdoor,Shorts,Men,22,1104.3,570.27,534.03,0.4836
Horny Toad,Active,Women,13,975.7,441.83,533.87,0.5472
CORDOVAN & GREY,Pants,Men,15,975.0,443.04,531.96,0.5456
Taylor,Dresses,Women,6,948.0,416.17,531.83,0.561
Affliction,Fashion Hoodies & Sweatshirts,Women,10,1029.5,498.15,531.35,0.5161
Nat Nast,Shorts,Men,12,1035.0,503.7,531.3,0.5133
Camilla and Marc,Swim,Women,4,920.0,389.16,530.84,0.577
SmartWool,Intimates,Women,15,1167.42,636.97,530.45,0.4544
Ben Sherman,Shorts,Men,12,990.0,459.56,530.44,0.5358
O'Neill,Pants,Men,21,938.3,409.15,529.15,0.5639
RSQ,Pants,Men,24,959.6,430.85,528.75,0.551
Onia,Swim,Men,10,1405.0,876.43,528.57,0.3762
BCBGeneration,Sweaters,Women,12,917.61,389.19,528.42,0.5759
Billionaire Boys Club,Fashion Hoodies & Sweatshirts,Men,8,1240.0,711.76,528.24,0.426
Giovanni Navarre,Outerwear & Coats,Women,4,969.16,440.97,528.19,0.545
Ed Garments,Shorts,Men,28,1023.72,495.74,527.98,0.5157
RMC Martin Ksohoh,Jeans,Men,4,1088.0,560.32,527.68,0.485
Harbor Bay,Sweaters,Men,26,1068.95,541.63,527.32,0.4933
prAna,Sweaters,Men,8,1000.0,473.0,527.0,0.527
Tart,Dresses,Women,7,952.0,425.54,526.46,0.553
Thorlo,Active,Women,48,891.82,366.47,525.35,0.5891
GUESS,Skirts,Women,12,948.0,422.65,525.35,0.5542
Aeropostale,Fashion Hoodies & Sweatshirts,Women,29,1056.34,531.18,525.16,0.4972
FineBrandShop,Sweaters,Women,83,947.75,422.76,524.99,0.5539
Lucky Brand,Tops & Tees,Men,37,1176.5,651.75,524.75,0.446
Tommy Hilfiger,Tops & Tees,Women,46,1218.54,694.45,524.09,0.4301
Ramonti,Outerwear & Coats,Women,6,956.97,433.91,523.06,0.5466
[BLANKNYC],Pants & Capris,Women,13,1144.0,621.02,522.98,0.4572
Canada Goose,Accessories,Men,4,900.0,377.1,522.9,0.581
Theory,Suits & Sport Coats,Men,3,899.97,377.09,522.88,0.581
Minus33 Merino Wool,Underwear,Men,19,1003.5,481.46,522.04,0.5202
Burnside,Fashion Hoodies & Sweatshirts,Men,40,1166.6,644.73,521.87,0.4473
RSQ,Jeans,Men,25,1124.75,603.05,521.7,0.4638
Dockers,Socks,Men,73,1327.2,806.18,521.02,0.3926
Royal Robbins,Tops & Tees,Men,23,1176.52,655.56,520.96,0.4428
Calvin Klein,Skirts,Women,15,910.95,391.06,519.89,0.5707
Bloom's Outlet,Swim,Women,41,893.59,373.86,519.73,0.5816
AxParis,Jumpsuits & Rompers,Women,33,1054.36,535.04,519.32,0.4925
Zimmerli of Switzerland,Underwear,Men,10,999.75,480.57,519.18,0.5193
Velvet,Sweaters,Women,6,979.8,461.49,518.31,0.529
Arc'teryx,Active,Men,11,878.8,361.2,517.59,0.589
7 For All Mankind,Leggings,Women,8,1314.95,798.52,516.43,0.3927
Perry Ellis,Jeans,Men,23,1166.8,651.81,514.99,0.4414
Fox,Shorts,Women,29,1077.24,562.58,514.66,0.4778
Grand River,Jeans,Men,15,1091.05,577.35,513.7,0.4708
Ulla Popken,Clothing Sets,Women,9,1461.0,947.77,513.23,0.3513
Perry Ellis,Shorts,Men,34,1022.84,509.65,513.19,0.5017
Dickies,Suits & Sport Coats,Men,21,826.32,313.45,512.87,0.6207
Horny Toad,Outerwear & Coats,Women,9,954.85,442.23,512.62,0.5369
EAGLE,Tops & Tees,Men,26,1133.55,621.1,512.45,0.4521
Splendid,Maternity,Women,11,935.0,423.3,511.7,0.5473
Postage,Jeans,Men,11,1099.89,588.44,511.45,0.465
GaelSong,Sweaters,Men,5,945.0,433.75,511.25,0.541
Drymax Socks,Socks,Men,41,1270.45,759.51,510.94,0.4022
K-Swiss,Active,Women,31,862.08,353.0,509.08,0.5905
bebe,Tops & Tees,Women,17,1103.0,593.95,509.05,0.4615
Fleur't,Intimates,Women,22,1081.21,572.26,508.95,0.4707
Chaus,Tops & Tees,Women,23,1163.2,654.84,508.36,0.437
Volcom,Dresses,Women,19,917.3,409.44,507.86,0.5536
D&G Dolce & Gabbana,Jeans,Men,5,1199.75,692.26,507.49,0.423
Next Level,Tops & Tees,Women,52,1190.14,684.21,505.93,0.4251
BellaBand,Maternity,Women,17,904.0,398.46,505.54,0.5592
KAMALIKULTURE,Blazers & Jackets,Women,10,780.0,274.56,505.44,0.648
Devon & Jones,Tops & Tees,Men,29,1107.17,602.36,504.81,0.4559
Haggar,Jeans,Men,23,1133.83,629.59,504.24,0.4447
Ungaro,Suits & Sport Coats,Men,5,899.95,395.98,503.97,0.56
Laguna Beach Jean Company,Jeans,Men,12,1068.0,564.44,503.56,0.4715
Minus33 Merino Wool,Sleep & Lounge,Women,18,1330.5,827.37,503.13,0.3781
Threads4Thought,Fashion Hoodies & Sweatshirts,Men,27,1164.7,662.01,502.69,0.4316
Aftco,Swim,Men,24,1259.76,757.53,502.23,0.3987
Le Mystere,Maternity,Women,14,874.0,372.15,501.85,0.5742
Croft & Barrow,Sleep & Lounge,Men,26,810.0,310.44,499.56,0.6167
Threads4Thought,Suits & Sport Coats,Men,5,890.0,390.71,499.29,0.561
Rounderbum,Underwear,Men,35,940.0,442.16,497.84,0.5296
Wolverine,Shorts,Men,25,1005.89,508.31,497.58,0.4947
Carhartt,Suits & Sport Coats,Men,9,780.0,282.58,497.42,0.6377
Affinitas Intimates,Intimates,Women,28,1050.4,553.06,497.34,0.4735
2b by bebe,Skirts,Women,27,823.65,326.93,496.72,0.6031
Star Vixen,Dresses,Women,18,882.0,385.64,496.36,0.5628
Suncloud,Plus,Women,26,959.73,463.51,496.22,0.517
Up2date Fashion,Sleep & Lounge,Women,98,1251.21,755.03,496.18,0.3966
Under Armour,Tops & Tees,Men,23,1166.17,670.02,496.15,0.4254
