brand,category,department,units_sold_90d,sales_dollars_90d,inventory_units,inventory_cost,unit_cover_ratio,action_flag
A:X Armani Exchange,Sweaters,Men,2,336,46,2683.6939961723983,23,Markdown Risk
Cinema Etoile,Intimates,Women,12,335.74999618530273,125,2116.2288368796062,10.42,Margin Watch
G-Star,Sweaters,Men,3,335,77,3586.8906326961455,25.67,Markdown Risk
Carhartt,Sweaters,Women,4,334.95999145507812,53,2020.6921749552159,13.25,Markdown Risk
Anna-Kaci,Leggings,Women,21,334.89999198913574,303,2915.1613384586931,14.43,Hold
Columbia,Pants,Men,6,334.689998626709,81,2217.2927398573561,13.5,Markdown Risk
bebe,Dresses,Women,4,334,90,4299.1899912226945,22.5,Markdown Risk
Hot Topic,Jeans,Women,10,333.439998626709,112,2062.1974305064723,11.2,Margin Watch
Drymax Socks,Socks,Men,11,332.450008392334,123,2204.37566051088,11.18,Margin Watch
Josie by Natori,Sleep & Lounge,Women,4,332,74,3480.20160155578,18.5,Markdown Risk
Billabong,Tops & Tees,Men,6,331.74999618530273,74,2088.6371957675619,12.33,Markdown Risk
34 Heritage,Jeans,Men,2,330,5,402.59999991394585,2.5,Markdown Risk
Mammut,Active,Women,1,329.989990234375,4,543.82350576496447,4,Markdown Risk
Mammut,Outerwear & Coats,Men,1,329.989990234375,12,1710.6681131809391,12,Markdown Risk
Jessie G.,Outerwear & Coats,Women,1,329.989990234375,19,1888.5567995825977,19,Markdown Risk
Tri-Mountain,Tops & Tees,Men,10,329.90001106262207,138,2421.0491229098384,13.8,Margin Watch
Jezebel,Intimates,Women,11,329.08000183105469,198,3507.7069022269147,18,Margin Watch
Playtex,Plus,Women,10,328.93000411987305,109,1913.2167117100712,10.9,Margin Watch
LeSportsac,Accessories,Women,5,328.59999847412109,28,710.28399125365922,5.6,Markdown Risk
Farah,Sweaters,Men,2,328,14,1099.7840006500485,7,Markdown Risk
Trina Turk,Dresses,Women,1,328,36,4103.5015824982174,36,Markdown Risk
Belabumbum,Maternity,Women,5,327,33,932.70600283890963,6.6,Markdown Risk
Vx Intimate Inc,Intimates,Women,10,326.50000762939453,144,2358.7313545992606,14.4,Margin Watch
Eileen West,Sleep & Lounge,Women,5,326,96,3843.8940101899207,19.2,Markdown Risk
Addison,Dresses,Women,2,326,10,674.82000131160021,5,Markdown Risk
Liverpool Jeans Company,Jeans,Women,4,326,61,2622.0809934161371,15.25,Markdown Risk
Woman Within,Plus,Women,13,325.86999893188477,153,1964.3167616325509,11.77,Margin Watch
NuBra,Intimates,Women,9,325.83000373840332,113,2177.0111053202295,12.56,Markdown Risk
Funfash,Dresses,Women,7,324.93001174926758,133,2993.9898021526728,19,Markdown Risk
Kuhl,Outerwear & Coats,Women,3,324.89999389648438,39,1956.9163712255686,13,Markdown Risk
Dickies,Outerwear & Coats,Women,6,323.46999549865723,41,875.86847906931689,6.83,Markdown Risk
Mundo Unico,Underwear,Men,12,323,122,1424.6250024504261,10.17,Margin Watch
AG Adriano Goldschmied,Tops & Tees,Men,3,322.33000183105469,42,2968.0421588275549,14,Markdown Risk
Devon & Jones,Sweaters,Men,9,321.39000701904297,104,1984.1785394076669,11.56,Markdown Risk
Mermaid Maternity,Maternity,Women,8,320,77,1625.106004320085,9.63,Markdown Risk
Coach,Accessories,Women,2,320,40,2124.8852997917056,20,Markdown Risk
G-Star,Jeans,Women,2,320,20,1637.439997792244,10,Markdown Risk
Eddie Bauer,Blazers & Jackets,Women,2,319.89999389648438,10,530.589992802292,5,Markdown Risk
Royal Robbins,Active,Women,2,319.89999389648438,17,1134.5101870269373,8.5,Markdown Risk
Donna Morgan,Dresses,Women,4,319.68000793457031,13,490.18817125191924,3.25,Markdown Risk
Devon & Jones,Tops & Tees,Women,10,318.90000343322754,114,1854.766814601285,11.4,Margin Watch
SK Hat shop,Socks & Hosiery,Women,20,318.00000667572021,223,1623.1104815290378,11.15,Hold
Stone Rose,Tops & Tees,Men,2,318,18,1634.2019959911702,9,Markdown Risk
Alfred Dunner,Sweaters,Women,9,317.94001007080078,75,1298.2357821404921,8.33,Markdown Risk
Chestnut Hill,Tops & Tees,Men,6,317.60000801086426,59,1674.7114269041554,9.83,Markdown Risk
KingSize,Active,Men,6,316.29000091552734,84,1907.163872970161,14,Markdown Risk
Carve Designs,Swim,Women,6,316,70,1427.4463553808343,11.67,Markdown Risk
Nautica,Accessories,Men,13,316,160,1547.3618801222269,12.31,Margin Watch
Icebreaker,Socks,Men,16,315.90000152587891,173,2195.6306245983369,10.81,Margin Watch
Geoffrey Beene,Accessories,Men,13,315.79999923706055,78,792.47562794164321,6,Margin Watch
Geoffrey Beene,Suits & Sport Coats,Men,3,315.78000640869146,37,1565.742526176406,12.33,Markdown Risk
Jantzen,Swim,Women,4,315.34999847412109,96,3258.5681104456944,24,Markdown Risk
Mary Green,Intimates,Women,5,315,82,3148.8904970814474,16.4,Markdown Risk
Jessica Simpson,Dresses,Women,3,314.95999908447266,83,3688.6254730164119,27.67,Markdown Risk
Original Penguin,Swim,Men,5,314.45999908447266,95,3667.6872439496447,19,Markdown Risk
Vince Camuto,Pants & Capris,Women,5,314.32000350952148,52,2113.4648081765195,10.4,Markdown Risk
William Rast,Jeans,Women,4,314.08999633789057,39,2014.5843344039688,9.75,Markdown Risk
Helly Hansen,Active,Women,4,314,42,1063.8500019535422,10.5,Markdown Risk
A:X Armani Exchange,Jeans,Men,3,314,85,5307.7979919500649,28.33,Markdown Risk
Sanctuary,Shorts,Women,5,313.64999961853027,132,3646.7927923316315,26.4,Markdown Risk
Pashmina,Accessories,Women,8,312.92001342773438,71,1044.1179790306533,8.88,Markdown Risk
Ed Hardy,Underwear,Men,21,312.78999519348145,272,1970.3092441737847,12.95,Hold
Rufskin,Swim,Men,6,312,95,2972.5230072829872,15.83,Markdown Risk
Cool-jams Wicking Sleepwear,Sleep & Lounge,Women,4,312,59,2432.0850052777678,14.75,Markdown Risk
Briefly Stated,Sleep & Lounge,Men,18,311.84999656677246,290,2105.3527025128624,16.11,Margin Watch
Pendleton,Suits & Sport Coats,Men,1,311.64999389648438,5,565.64473585711414,5,Markdown Risk
Billionaire Boys Club,Fashion Hoodies & Sweatshirts,Men,2,310,11,978.67000162601471,5.5,Markdown Risk
b.tempt'd by Wacoal,Intimates,Women,12,310,146,1699.3789970371872,12.17,Margin Watch
IZOD,Outerwear & Coats,Men,4,309.95999526977539,40,1312.2638260639781,10,Markdown Risk
LOTUSTRADERS,Clothing Sets,Women,5,309.950008392334,54,1991.6911059020363,10.8,Markdown Risk
Carhartt,Accessories,Women,13,309.61999893188477,156,1461.0462093376987,12,Margin Watch
Minus33 Merino Wool,Active,Women,4,309,46,1565.9205067148432,11.5,Markdown Risk
Bravado! Designs,Maternity,Women,8,308.69999694824219,103,1764.0722677733629,12.88,Markdown Risk
Prom21,Dresses,Women,2,308,50,4059.2679957873188,25,Markdown Risk
Brixton,Accessories,Men,8,307.93001174926758,52,875.86136258614738,6.5,Markdown Risk
Ed Garments,Sweaters,Women,7,307.93001174926758,75,1467.4431861685282,10.71,Markdown Risk
Ecko Unltd.,Fashion Hoodies & Sweatshirts,Men,7,307.37000274658203,94,2230.544233087975,13.43,Markdown Risk
Tri-Mountain,Outerwear & Coats,Men,5,306.94999694824219,119,3450.0774412217793,23.8,Markdown Risk
LRG,Sweaters,Men,4,306,51,2095.7769671607912,12.75,Markdown Risk
Evanese,Dresses,Women,3,305.97999572753906,20,848.37543202370216,6.67,Markdown Risk
Allegra K,Shorts,Men,22,305.05999565124512,298,2097.3777682767768,13.55,Hold
Matix,Shorts,Men,8,304.7400016784668,120,2571.4374346196291,15,Markdown Risk
Carhartt,Shorts,Men,7,303.79000091552734,154,3422.8903542956382,22,Markdown Risk
ASICS,Active,Men,9,302.2600040435791,152,2151.4521070092437,16.89,Markdown Risk
DC,Sweaters,Men,6,302,39,990.58300133049488,6.5,Markdown Risk
WinnieFashion,Tops & Tees,Men,14,301.89999961853027,98,1194.1662010863222,7,Margin Watch
Prego,Maternity,Women,5,301.79999923706055,90,2567.2670068778843,18,Markdown Risk
SPY,Accessories,Women,3,301.37999725341797,35,1448.2458941608761,11.67,Markdown Risk
Tommy Hilfiger,Accessories,Men,12,301.21000099182129,186,1845.4340105043018,15.5,Margin Watch
2XU,Swim,Men,2,300.82000732421875,7,648.56793816005234,3.5,Markdown Risk
Sweetheart Slips,Intimates,Women,8,300.60000610351562,146,2961.7399559850824,18.25,Markdown Risk
Ibex,Active,Women,6,300,77,2435.8800096437335,12.83,Markdown Risk
Juicy Couture,Maternity,Women,3,300,29,1204.4000055408105,9.67,Markdown Risk
Body Glove,Swim,Women,7,300,114,1942.981209380056,16.29,Markdown Risk
Oakley,Outerwear & Coats,Men,1,300,19,2050.7000023499131,19,Markdown Risk
55DSL,Shorts,Men,5,300,46,1368.4312504646368,9.2,Markdown Risk
Theory,Suits & Sport Coats,Men,1,299.989990234375,13,1634.0454686127655,13,Markdown Risk
Ralph Lauren,Outerwear & Coats,Women,2,299.98001098632812,11,757.29953586650424,5.5,Markdown Risk
Louis Raphael,Suits & Sport Coats,Men,2,299.98000335693359,26,1533.8897022276253,13,Markdown Risk
Tribal,Pants & Capris,Women,5,299.950008392334,31,1006.6922171302975,6.2,Markdown Risk
SmartWool,Intimates,Women,4,299.84999084472651,50,1879.546488272357,12.5,Markdown Risk
Arborwear,Active,Men,3,299.84999084472651,31,1180.3378679212683,10.33,Markdown Risk
Authentic Pigment,Fashion Hoodies & Sweatshirts,Men,5,299.64999389648438,48,1345.3997065756962,9.6,Markdown Risk
AnimalShirtsUSA,Tops & Tees,Women,12,299.40000915527344,80,1100.0704804789716,6.67,Margin Watch
Levi's,Accessories,Men,15,299.13999938964844,208,1692.2276254660812,13.87,Margin Watch
DKNYC,Outerwear & Coats,Women,1,299,7,853.94399962574244,7,Markdown Risk
Fisherman,Sweaters,Men,2,298,14,988.7639988809824,7,Markdown Risk
Tasso Elba,Sweaters,Men,6,297.80999374389648,79,1992.8195321588612,13.17,Markdown Risk
INDERA THERMALS,Underwear,Men,18,297.70999908447266,197,1500.6323287385587,10.94,Margin Watch
LNA,Tops & Tees,Women,3,297,17,967.72499717865139,5.67,Markdown Risk
Kuhl,Fashion Hoodies & Sweatshirts,Men,3,297,23,1288.7820034269243,7.67,Markdown Risk
Levi's,Plus,Women,7,296.94001007080078,90,1777.8043051923394,12.86,Markdown Risk
Nomis,Fashion Hoodies & Sweatshirts,Men,5,296.76998901367188,46,1695.5607152120265,9.2,Markdown Risk
Nautica,Fashion Hoodies & Sweatshirts,Men,5,296.72999954223633,86,2822.9182445892206,17.2,Markdown Risk
Joie,Shorts,Women,8,296.39999771118164,68,1602.353472593803,8.5,Markdown Risk
Kanu Surf,Swim,Men,12,296,296,4329.8896428997687,24.67,Margin Watch
LOTUSTRADERS,Jumpsuits & Rompers,Women,6,295.94001007080078,64,1719.1447565161784,10.67,Markdown Risk
Halston Heritage,Sweaters,Women,1,295.92999267578125,13,1896.6153258107352,13,Markdown Risk
Emerson Street,Fashion Hoodies & Sweatshirts,Women,5,295,19,548.16900006681692,3.8,Markdown Risk
Rampage,Dresses,Women,5,295,22,554.93432443337917,4.4,Markdown Risk
David's Bridal,Intimates,Women,5,295,105,2788.0339998397976,21,Markdown Risk
BLOOMINGDALES,Sweaters,Men,3,295,63,3296.0599972307682,21,Markdown Risk
Ibex,Outerwear & Coats,Men,1,295,20,1877.5600073114038,20,Markdown Risk
Squeem Magical Lingerie,Underwear,Men,3,294.83999633789062,18,762.45623029253807,6,Markdown Risk
Alternative,Fashion Hoodies & Sweatshirts,Women,5,294.53000640869141,70,2115.7636527333107,14,Markdown Risk
Parkhurst,Sweaters,Women,3,294,19,875.62999895587564,6.33,Markdown Risk
American Apparel,Pants & Capris,Women,6,294,61,1780.2489951178432,10.17,Markdown Risk
Avenue,Swim,Women,3,294,15,646.80000197142363,5,Markdown Risk
Irall,Intimates,Women,4,293.45999145507812,43,1665.6102072593756,10.75,Markdown Risk
UltraClub,Outerwear & Coats,Men,3,292.97000503540039,54,2305.5954098386851,18,Markdown Risk
The Pajamagram Company,Sleep & Lounge,Men,8,292.92000770568848,176,3147.1753095006356,22,Markdown Risk
Under Moments,Intimates,Women,20,292.86999464035034,274,1680.173268718871,13.7,Hold
Allegra K,Leggings,Women,30,292.68999814987183,465,2591.2844954627776,15.5,Hold
Joes Jeans,Jeans,Women,2,291,33,2743.9979962930083,16.5,Markdown Risk
TheTieBar,Accessories,Men,17,290.82999610900879,292,2015.902775838855,17.18,Margin Watch
Hanes,Tops & Tees,Men,15,290.29999732971191,165,1855.5301310687255,11,Margin Watch
Timberland,Fashion Hoodies & Sweatshirts,Men,2,290,14,1053.570002540946,7,Markdown Risk
34 Heritage,Pants,Men,2,290,19,1253.5250027710572,9.5,Markdown Risk
The Hong Kong Silk Co.,Intimates,Women,5,289.95000076293945,31,985.10664828913889,6.2,Markdown Risk
Minnie Rose,Sweaters,Women,2,289.94000244140625,33,3003.2117845085968,16.5,Markdown Risk
Goddess,Intimates,Women,6,289.46000289916992,84,2139.3990404852793,14,Markdown Risk
BB Dakota,Dresses,Women,3,289,53,2163.6069939807057,17.67,Markdown Risk
Geoffrey Beene,Sweaters,Men,10,288.03999900817871,190,2869.1007758881242,19,Margin Watch
A:X Armani Exchange,Outerwear & Coats,Men,2,288,40,2645.942004781682,20,Markdown Risk
Maglierie Di Perugia,Sweaters,Men,3,287.96999359130854,47,2177.5331007850964,15.67,Markdown Risk
Ralph Lauren,Shorts,Men,6,286.9000072479248,61,1373.9249342180897,10.17,Markdown Risk
Royal Robbins,Outerwear & Coats,Men,2,286.89999771118158,20,902.68600273520315,10,Markdown Risk
Candela,Skirts,Women,1,286,16,1780.0639934539795,16,Markdown Risk
Vintage,Pants,Men,3,285,27,1212.2000036947429,9,Markdown Risk
NEFF,Fashion Hoodies & Sweatshirts,Women,5,285,50,1356.2802966218076,10,Markdown Risk
Maple Clothing,Sleep & Lounge,Men,4,284.48000335693359,24,612.27068491367208,6,Markdown Risk
Lee,Pants,Men,9,284.3900032043457,126,1905.8673870101272,14,Markdown Risk
Skins,Active,Men,3,283.62000274658203,44,1635.2407749927634,14.67,Markdown Risk
Splendid,Fashion Hoodies & Sweatshirts,Women,3,283.52999877929688,14,490.34159702237838,4.67,Markdown Risk
Tiana B,Dresses,Women,5,283.529993057251,82,2438.5059722113233,16.4,Markdown Risk
Van Heusen,Tops & Tees,Women,5,283.450008392334,38,1163.7793079201333,7.6,Markdown Risk
Stella & Jamie,Jumpsuits & Rompers,Women,3,283.43000030517578,13,643.24055018833724,4.33,Markdown Risk
Wolverine,Shorts,Men,7,282.93000030517578,48,1003.4199960242358,6.86,Markdown Risk
Port Authority,Plus,Women,5,282.79999542236328,52,1024.5062491553936,10.4,Markdown Risk
Aeropostale,Fashion Hoodies & Sweatshirts,Women,7,282.47999954223633,63,1087.6122864017998,9,Markdown Risk
Rip Curl,Fashion Hoodies & Sweatshirts,Women,5,282.43000411987305,43,1172.7137306576542,8.6,Markdown Risk
Rock & Republic,Jeans,Women,2,282.01998901367188,10,693.76917112456567,5,Markdown Risk
ICECREAM,Fashion Hoodies & Sweatshirts,Men,4,282,26,1045.3960014022887,6.5,Markdown Risk
Folter,Dresses,Women,4,281.98999786376953,34,1094.8573627576466,8.5,Markdown Risk
Nike,Fashion Hoodies & Sweatshirts,Women,5,281.89999771118164,34,840.0696757297402,6.8,Markdown Risk
Russell Athletic,Active,Women,12,281.70000457763672,111,1126.9177440667038,9.25,Margin Watch
IZOD,Fashion Hoodies & Sweatshirts,Men,6,281.18000030517578,98,2369.9004856012702,16.33,Markdown Risk
La Leche League,Maternity,Women,7,280.75,112,1633.6329081067856,16,Markdown Risk
Oakley,Fashion Hoodies & Sweatshirts,Men,5,280,79,2722.1416857824206,15.8,Markdown Risk
World Industries,Outerwear & Coats,Men,2,280,20,1355.2000030875206,10,Markdown Risk
F/X FUSION,Sweaters,Men,4,279.95999145507812,36,1274.7278284521306,9,Markdown Risk
Sutton Studio,Skirts,Women,5,279.93000793457031,43,936.21400092061049,8.6,Markdown Risk
Mitchell & Ness,Active,Men,2,279.89999389648438,14,805.27228670277918,7,Markdown Risk
Citizen,Sweaters,Men,2,279.89999389648438,9,666.30193441953077,4.5,Markdown Risk
Savane,Shorts,Men,10,279.86000061035156,125,1690.5427213496866,12.5,Margin Watch
CARRAIG DONN KNITWEAR,Sweaters,Women,3,279.84999084472651,20,792.5461741860986,6.67,Markdown Risk
Cianni,Outerwear & Coats,Men,3,279.84999084472651,54,2343.898083041724,18,Markdown Risk
Sons of Anarchy,Outerwear & Coats,Men,3,279.07000732421875,66,3344.1694543362919,22,Markdown Risk
Minus33 Merino Wool,Sleep & Lounge,Women,4,279,31,1347.8730022013187,7.75,Markdown Risk
Lysse,Leggings,Women,5,279,38,1281.8560024425387,7.6,Markdown Risk
The Savile Row Company,Suits & Sport Coats,Men,1,279,17,1518.1820002123713,17,Markdown Risk
Cashmere Boutique,Sleep & Lounge,Men,1,279,19,2275.937987357378,19,Markdown Risk
Polo Ralph Lauren,Socks,Men,12,278.89999771118164,172,2365.385464459885,14.33,Margin Watch
Next Level,Tops & Tees,Women,11,278.10999965667725,111,1517.1440673074324,10.09,Margin Watch
Makia,Sweaters,Men,2,278,17,1131.8770006690174,8.5,Markdown Risk
Gold Toe,Active,Men,4,277.88999366760254,24,775.21971403960174,6,Markdown Risk
Isaac Mizrahi Jeans,Sweaters,Women,3,277.5,45,1778.6754930596799,15,Markdown Risk
DKNY,Underwear,Men,10,277.28999900817871,100,1242.063037748954,10,Margin Watch
Tommy Hilfiger,Socks,Men,10,277.04000091552734,70,1042.8136877839636,7,Margin Watch
Metal Mulisha,Fashion Hoodies & Sweatshirts,Women,6,277.03000259399414,120,2972.1563716049181,20,Markdown Risk
LINCS DC & Co,Suits & Sport Coats,Men,1,276.5,17,1753.2864897036923,17,Markdown Risk
Tommy Bahama,Jeans,Men,2,276,42,2459.885995704215,21,Markdown Risk
BCBGMAXAZRIA,Leggings,Women,2,276,8,677.85600212216366,4,Markdown Risk
Buffalo by David Bitton,Fashion Hoodies & Sweatshirts,Men,4,276,17,687.58500223886222,4.25,Markdown Risk
eVogues Apparel,Plus,Women,7,275.93000984191895,144,2488.9812382628465,20.57,Markdown Risk
Dockers,Suits & Sport Coats,Men,3,275.79999542236328,60,2094.1642207461946,20,Markdown Risk
Faconnable Tailored Denim,Jeans,Men,2,275.5,10,709.41249953815714,5,Markdown Risk
Vigoss,Jeans,Women,6,275,125,3069.5955763063375,20.83,Markdown Risk
Vince,Sweaters,Men,2,274.99000549316406,33,2249.407548082057,16.5,Markdown Risk
SK Hat shop,Leggings,Women,25,274.74999523162842,329,2207.4720269926856,13.16,Hold
Rusty,Outerwear & Coats,Men,4,274.62000274658203,29,962.05755531646992,7.25,Markdown Risk
2b by bebe,Pants & Capris,Women,8,274.60000610351562,99,1898.7203368127743,12.38,Markdown Risk
Bjorn Borg,Underwear,Men,11,274.45000267028809,166,2045.1705235756895,15.09,Margin Watch
KUT from the Kloth,Shorts,Women,8,273,92,1924.7190008219332,11.5,Markdown Risk
SmartWool,Sleep & Lounge,Women,3,272.96999359130854,15,775.85731070077941,5,Markdown Risk
ComfortWear,Intimates,Women,3,272.74000549316406,36,1801.4912987994962,12,Markdown Risk
Lucky Brand,Tops & Tees,Men,8,272,77,1428.5359969546553,9.63,Markdown Risk
adidas,Outerwear & Coats,Men,4,271.96999359130859,52,1618.8391896717928,13,Markdown Risk
Diamond Chain,Active,Men,5,271.95000648498535,59,1455.1414102238468,11.8,Markdown Risk
Port Authority,Tops & Tees,Men,8,271.78000068664551,83,1671.2662862638865,10.38,Markdown Risk
Alternative,Tops & Tees,Men,7,270.96000671386719,60,1411.3019679958506,8.57,Markdown Risk
Just Sexy,Intimates,Women,7,270.94000434875488,100,1834.6209690229919,14.29,Markdown Risk
Sag Harbor,Sweaters,Women,9,270.3799991607666,81,1099.5925364883528,9,Markdown Risk
Tokyo Five Brand,Pants,Men,3,270,22,944.4600035995245,7.33,Markdown Risk
MEK Denim,Jeans,Men,2,270,23,1466.0259970836341,11.5,Markdown Risk
Free Country,Outerwear & Coats,Men,3,269.96999359130859,14,495.12497196358868,4.67,Markdown Risk
ZeroXposur,Outerwear & Coats,Men,3,269.96999359130859,69,3011.202999124228,23,Markdown Risk
Turkishtowels,Sleep & Lounge,Men,3,269.96999359130859,37,1413.7835681857612,12.33,Markdown Risk
Polo Ralph Lauren,Shorts,Men,4,269.92000961303711,54,1502.4282841383888,13.5,Markdown Risk
KR3W,Shorts,Men,5,269.75000381469721,42,1047.3000158282641,8.4,Markdown Risk
Concitor,Pants,Men,9,269.55000686645508,175,2424.452564760556,19.44,Markdown Risk
Devon & Jones,Tops & Tees,Men,7,268.84000015258789,84,1584.8598172240568,12,Markdown Risk
Lucky Brand,Fashion Hoodies & Sweatshirts,Men,3,268.5,38,1395.2625500645086,12.67,Markdown Risk
J BRAND,Pants & Capris,Women,1,268,23,2682.2719949483871,23,Markdown Risk
Dockers,Shorts,Women,7,267.98000144958496,154,2894.9977381230842,22,Markdown Risk
Tiffany,Accessories,Women,1,267.5,10,1040.5749961733818,10,Markdown Risk
Jockey,Sleep & Lounge,Women,7,267,120,2549.8440062524751,17.14,Markdown Risk
SGG,Outerwear & Coats,Women,3,266.96999359130859,13,481.257905447731,4.33,Markdown Risk
Fox,Shorts,Women,8,266.59000015258789,73,1388.5640235754745,9.13,Markdown Risk
Splendid,Sweaters,Women,4,266,54,2109.2079968079925,13.5,Markdown Risk
TYR,Swim,Men,9,265.88000106811523,172,3618.8068343838877,19.11,Markdown Risk
Kenneth Cole,Sweaters,Men,4,265.87000274658203,102,3755.6858709690109,25.5,Markdown Risk
Fred Perry,Tops & Tees,Men,3,265,70,3950.0549913290888,23.33,Markdown Risk
Oak Hill,Pants,Men,5,264.97000503540039,54,1388.5050810086609,10.8,Markdown Risk
ARROW,Sweaters,Men,10,264.95999908447266,66,843.39309871254284,6.6,Margin Watch
Womama,Maternity,Women,5,264.94999694824219,50,1194.7123176487351,10,Markdown Risk
Club Room,Sweaters,Men,3,264.80999374389648,56,1863.9000116715988,18.67,Markdown Risk
Chaps,Sweaters,Men,7,264.27000617980957,75,1429.1868322975561,10.71,Markdown Risk
